PLAYER_ID,SEASON_ID,RANK_PG_EFF
200746,2006-07,
200746,2007-08,53.0
200746,2008-09,33.0
200746,2009-10,35.0
200746,2010-11,13.0
200746,2011-12,10.0
200746,2012-13,10.0
200746,2013-14,10.0
200746,2014-15,9.0
200746,2015-16,27.0
200746,2016-17,45.0
200746,2017-18,12.0
200746,2018-19,18.0
200746,2019-20,30.0
200746,2020-21,
200746,2021-22,
951,1996-97,97.0
951,1997-98,40.0
951,1998-99,48.0
951,1999-00,21.0
951,2000-01,19.0
951,2001-02,26.0
951,2002-03,20.0
951,2003-04,15.0
951,2004-05,28.0
951,2005-06,21.0
951,2006-07,21.0
951,2007-08,75.0
951,2008-09,53.0
951,2009-10,72.0
951,2010-11,63.0
951,2011-12,
951,2012-13,132.0
951,2013-14,160.0
2754,2004-05,161.0
2754,2005-06,
2754,2006-07,
2754,2007-08,198.0
2754,2008-09,
2754,2009-10,
2754,2010-11,132.0
2754,2011-12,108.0
2754,2012-13,127.0
2754,2013-14,
2754,2014-15,133.0
2754,2015-16,152.0
2754,2016-17,134.0
2754,2017-18,
200811,2006-07,
200811,2007-08,
200811,2008-09,187.0
200811,2009-10,176.0
200811,2010-11,
200811,2011-12,184.0
200811,2012-13,
200811,2013-14,
200811,2014-15,
200811,2015-16,
2365,2001-02,
2365,2002-03,
2365,2003-04,165.0
2365,2004-05,
2365,2005-06,
2365,2007-08,
2365,2008-09,110.0
2365,2009-10,111.0
2365,2010-11,
2365,2011-12,
2365,2012-13,
2365,2013-14,139.0
2365,2014-15,159.0
2365,2015-16,
2365,2016-17,
101187,2005-06,
101187,2006-07,
101187,2011-12,
101187,2012-13,
101187,2013-14,223.0
101187,2014-15,211.0
101187,2015-16,
101187,2016-17,
2546,2003-04,48.0
2546,2004-05,54.0
2546,2005-06,22.0
2546,2006-07,14.0
2546,2007-08,14.0
2546,2008-09,26.0
2546,2009-10,13.0
2546,2010-11,15.0
2546,2011-12,24.0
2546,2012-13,9.0
2546,2013-14,8.0
2546,2014-15,
2546,2015-16,23.0
2546,2016-17,41.0
2546,2017-18,88.0
2546,2018-19,
2546,2019-20,91.0
2546,2020-21,129.0
2546,2021-22,111.0
201202,2007-08,
201202,2008-09,
201202,2009-10,193.0
201202,2010-11,191.0
201202,2011-12,166.0
201202,2012-13,
201202,2013-14,
201202,2014-15,
201202,2015-16,
201202,2016-17,
2772,2004-05,167.0
2772,2005-06,
2772,2006-07,
2772,2007-08,
2772,2008-09,127.0
2772,2009-10,73.0
2772,2010-11,112.0
2772,2011-12,
2772,2012-13,
2772,2013-14,54.0
2772,2014-15,75.0
2772,2015-16,84.0
2772,2016-17,83.0
2772,2017-18,108.0
2772,2018-19,86.0
2772,2019-20,155.0
2772,2020-21,
2772,2021-22,
201571,2008-09,132.0
201571,2009-10,191.0
201571,2010-11,82.0
201571,2011-12,
201571,2012-13,193.0
201571,2013-14,123.0
201571,2014-15,168.0
201571,2015-16,201.0
201571,2016-17,225.0
201571,2017-18,137.0
201571,2018-19,101.0
201571,2019-20,158.0
201571,2020-21,192.0
201571,2021-22,
2571,2003-04,159.0
2571,2004-05,
2571,2005-06,
2571,2006-07,57.0
2571,2007-08,94.0
2571,2008-09,106.0
2571,2009-10,
2571,2010-11,
2571,2011-12,158.0
2571,2012-13,
2571,2013-14,
2571,2014-15,229.0
2571,2015-16,240.0
2571,2016-17,251.0
200826,2006-07,
200826,2007-08,
200826,2008-09,163.0
200826,2009-10,167.0
200826,2010-11,145.0
200826,2011-12,
200826,2012-13,136.0
200826,2013-14,202.0
200826,2014-15,207.0
200826,2015-16,149.0
200826,2016-17,
200826,2017-18,95.0
200826,2018-19,
200826,2019-20,
2440,2003-04,
2440,2004-05,
2440,2005-06,
2440,2006-07,113.0
2440,2007-08,161.0
2440,2008-09,116.0
2440,2009-10,117.0
2440,2010-11,
2440,2011-12,100.0
2440,2012-13,103.0
2440,2013-14,135.0
2440,2014-15,134.0
2440,2015-16,119.0
2440,2016-17,150.0
2853,2005-06,
2853,2006-07,
2853,2007-08,
2853,2009-10,
2853,2010-11,
2853,2011-12,
2853,2012-13,
2853,2014-15,
2203,2001-02,70.0
2203,2002-03,89.0
2203,2003-04,120.0
2203,2004-05,93.0
2203,2005-06,79.0
2203,2006-07,102.0
2203,2007-08,106.0
2203,2008-09,125.0
2203,2009-10,118.0
2203,2010-11,117.0
2203,2011-12,173.0
2203,2012-13,168.0
2203,2013-14,243.0
201587,2008-09,181.0
201587,2009-10,
201587,2010-11,103.0
201587,2011-12,64.0
201587,2012-13,41.0
201587,2013-14,31.0
201587,2014-15,69.0
201587,2015-16,42.0
201587,2016-17,47.0
201587,2017-18,73.0
201587,2018-19,104.0
201587,2019-20,
201587,2020-21,118.0
201587,2021-22,133.0
201587,2022-23,182.0
203382,2012-13,
203382,2013-14,
203382,2014-15,178.0
203382,2015-16,182.0
203382,2016-17,209.0
203382,2017-18,176.0
203382,2018-19,
203382,2019-20,
203382,2020-21,190.0
201158,2007-08,
201158,2008-09,
201158,2009-10,
201158,2010-11,169.0
201158,2011-12,136.0
201158,2012-13,169.0
201158,2013-14,137.0
201158,2014-15,201.0
201158,2015-16,223.0
201158,2016-17,166.0
201158,2017-18,158.0
201158,2018-19,187.0
201158,2019-20,244.0
201976,2012-13,
201976,2013-14,
201976,2014-15,
201976,2015-16,116.0
201976,2016-17,79.0
201976,2017-18,
201976,2018-19,119.0
201976,2019-20,119.0
201976,2020-21,
201976,2021-22,95.0
201976,2022-23,186.0
1497,1997-98,124.0
1497,1998-99,85.0
1497,1999-00,
1497,2000-01,134.0
1497,2001-02,80.0
1497,2002-03,57.0
1497,2003-04,52.0
1497,2004-05,41.0
1497,2005-06,23.0
1497,2006-07,38.0
1497,2007-08,41.0
1497,2008-09,39.0
1497,2009-10,41.0
1497,2010-11,54.0
1497,2011-12,
1497,2012-13,
1497,2013-14,
202357,2015-16,212.0
202357,2016-17,210.0
202357,2017-18,175.0
202357,2018-19,108.0
202357,2019-20,78.0
202357,2020-21,
202357,2021-22,178.0
2581,2003-04,186.0
2581,2004-05,
2581,2005-06,
2581,2006-07,152.0
2581,2007-08,137.0
2581,2008-09,111.0
2581,2009-10,144.0
2581,2010-11,197.0
2581,2011-12,
2581,2012-13,
2581,2013-14,
2581,2014-15,243.0
2581,2015-16,245.0
2586,2003-04,157.0
2586,2004-05,155.0
2586,2005-06,142.0
2586,2006-07,
2586,2007-08,168.0
2586,2008-09,
2586,2009-10,197.0
2586,2010-11,198.0
2586,2011-12,
2586,2012-13,196.0
2586,2013-14,
202711,2014-15,208.0
202711,2015-16,180.0
202711,2016-17,135.0
202711,2017-18,106.0
202711,2018-19,75.0
202711,2019-20,75.0
202711,2020-21,91.0
202711,2021-22,80.0
202711,2022-23,59.0
101106,2005-06,69.0
101106,2006-07,48.0
101106,2007-08,36.0
101106,2008-09,
101106,2009-10,20.0
101106,2010-11,31.0
101106,2011-12,
101106,2012-13,
101106,2013-14,46.0
101106,2014-15,64.0
101106,2015-16,85.0
101106,2016-17,
101106,2017-18,
101106,2018-19,
2588,2004-05,143.0
2588,2005-06,136.0
2588,2006-07,
2588,2007-08,
2588,2008-09,130.0
2588,2009-10,
2588,2010-11,
2588,2011-12,156.0
2588,2012-13,
2588,2013-14,251.0
2588,2014-15,265.0
2588,2015-16,
1882,1999-00,16.0
1882,2000-01,15.0
1882,2001-02,7.0
1882,2002-03,8.0
1882,2003-04,3.0
1882,2004-05,12.0
1882,2005-06,4.0
1882,2006-07,9.0
1882,2007-08,
1882,2008-09,
1882,2009-10,85.0
1882,2010-11,35.0
1882,2011-12,50.0
1882,2012-13,113.0
1882,2013-14,154.0
1882,2014-15,
1882,2015-16,
201147,2007-08,192.0
201147,2008-09,
201147,2009-10,125.0
201147,2010-11,
201147,2011-12,155.0
201147,2012-13,140.0
201147,2013-14,133.0
201147,2014-15,136.0
201147,2015-16,231.0
201147,2016-17,256.0
201147,2017-18,232.0
201147,2018-19,
201147,2019-20,
201166,2007-08,
201166,2008-09,155.0
201166,2009-10,59.0
201166,2010-11,
201166,2012-13,
201166,2013-14,186.0
201166,2014-15,162.0
201166,2015-16,239.0
201166,2016-17,264.0
201166,2017-18,
201628,2008-09,
201628,2009-10,
201628,2016-17,
201628,2017-18,
977,1996-97,167.0
977,1997-98,98.0
977,1998-99,24.0
977,1999-00,12.0
977,2000-01,5.0
977,2001-02,10.0
977,2002-03,5.0
977,2003-04,9.0
977,2004-05,9.0
977,2005-06,5.0
977,2006-07,2.0
977,2007-08,5.0
977,2008-09,9.0
977,2009-10,14.0
977,2010-11,19.0
977,2011-12,14.0
977,2012-13,3.0
977,2013-14,
977,2014-15,
977,2015-16,121.0
2406,2002-03,78.0
2406,2003-04,137.0
2406,2004-05,60.0
2406,2005-06,46.0
2406,2006-07,30.0
2406,2007-08,19.0
2406,2008-09,22.0
2406,2009-10,65.0
2406,2010-11,
2406,2011-12,132.0
2406,2012-13,157.0
2406,2013-14,
2406,2014-15,236.0
2406,2015-16,
202710,2011-12,
202710,2012-13,124.0
202710,2013-14,81.0
202710,2014-15,15.0
202710,2015-16,21.0
202710,2016-17,9.0
202710,2017-18,15.0
202710,2018-19,33.0
202710,2019-20,20.0
202710,2020-21,9.0
202710,2021-22,
202710,2022-23,
2446,2002-03,181.0
2446,2003-04,
2446,2004-05,
2446,2005-06,157.0
2446,2006-07,159.0
2446,2007-08,
2446,2008-09,139.0
2446,2009-10,133.0
2446,2010-11,
2446,2011-12,
2446,2013-14,
2446,2014-15,220.0
2446,2015-16,
101181,2005-06,
101181,2006-07,115.0
101181,2007-08,61.0
101181,2008-09,35.0
101181,2009-10,
101181,2010-11,65.0
101181,2011-12,47.0
101181,2012-13,68.0
101181,2013-14,100.0
101181,2014-15,
101181,2015-16,131.0
101181,2016-17,
101181,2017-18,
101181,2018-19,
948,1996-97,
948,1997-98,63.0
948,1998-99,117.0
948,1999-00,
948,2000-01,22.0
948,2001-02,
948,2002-03,
948,2003-04,33.0
948,2004-05,27.0
948,2005-06,
948,2006-07,16.0
948,2007-08,13.0
948,2008-09,
948,2009-10,32.0
948,2010-11,
948,2011-12,66.0
948,2012-13,
201960,2009-10,200.0
201960,2010-11,
201960,2011-12,
201960,2012-13,
201960,2013-14,84.0
201960,2014-15,67.0
201960,2015-16,
201960,2016-17,168.0
201960,2017-18,75.0
201960,2018-19,142.0
201960,2019-20,
1713,1998-99,30.0
1713,1999-00,10.0
1713,2000-01,10.0
1713,2001-02,24.0
1713,2002-03,
1713,2003-04,34.0
1713,2004-05,19.0
1713,2005-06,24.0
1713,2006-07,17.0
1713,2007-08,26.0
1713,2008-09,27.0
1713,2009-10,76.0
1713,2010-11,110.0
1713,2011-12,125.0
1713,2012-13,84.0
1713,2013-14,131.0
1713,2014-15,259.0
1713,2015-16,233.0
1713,2016-17,177.0
1713,2017-18,
1713,2018-19,221.0
1713,2019-20,256.0
2199,2001-02,151.0
2199,2002-03,91.0
2199,2003-04,
2199,2004-05,61.0
2199,2005-06,87.0
2199,2006-07,39.0
2199,2007-08,31.0
2199,2008-09,
2199,2009-10,
2199,2010-11,49.0
2199,2011-12,27.0
2199,2012-13,30.0
2199,2013-14,
2199,2014-15,19.0
2199,2015-16,87.0
2199,2016-17,
2199,2017-18,
2199,2018-19,
2199,2019-20,
201163,2007-08,
201163,2008-09,90.0
201163,2009-10,68.0
201163,2010-11,70.0
201163,2011-12,
201163,2012-13,
201163,2013-14,109.0
201163,2014-15,83.0
201163,2016-17,67.0
201163,2017-18,115.0
201163,2018-19,
201163,2019-20,
2215,2001-02,173.0
2215,2002-03,151.0
2215,2003-04,126.0
2215,2004-05,122.0
2215,2005-06,160.0
2215,2006-07,194.0
2215,2007-08,213.0
2215,2008-09,
2215,2009-10,
2215,2010-11,
2215,2011-12,
2215,2012-13,
2215,2013-14,
2555,2004-05,145.0
2555,2005-06,
2555,2006-07,78.0
2555,2007-08,74.0
2555,2008-09,103.0
2555,2009-10,145.0
2555,2010-11,158.0
2555,2011-12,146.0
2555,2012-13,152.0
2555,2013-14,205.0
2555,2014-15,224.0
2555,2015-16,261.0
2555,2016-17,
2555,2017-18,
201144,2007-08,
201144,2008-09,109.0
201144,2009-10,102.0
201144,2010-11,64.0
201144,2011-12,53.0
201144,2012-13,52.0
201144,2013-14,47.0
201144,2014-15,54.0
201144,2015-16,
201144,2016-17,29.0
201144,2017-18,
201144,2018-19,32.0
201144,2019-20,
201144,2020-21,53.0
201144,2021-22,76.0
201144,2022-23,102.0
2037,2000-01,
2037,2001-02,
2037,2002-03,118.0
2037,2003-04,73.0
2037,2004-05,73.0
2037,2005-06,85.0
2037,2006-07,80.0
2037,2007-08,70.0
2037,2008-09,61.0
2037,2009-10,83.0
2037,2010-11,127.0
2037,2011-12,113.0
2037,2012-13,104.0
2037,2013-14,85.0
2037,2014-15,123.0
2037,2015-16,148.0
2037,2016-17,176.0
2037,2017-18,205.0
2037,2018-19,220.0
2037,2019-20,
201939,2009-10,38.0
201939,2010-11,36.0
201939,2011-12,
201939,2012-13,12.0
201939,2013-14,9.0
201939,2014-15,6.0
201939,2015-16,1.0
201939,2016-17,13.0
201939,2017-18,
201939,2018-19,14.0
201939,2019-20,
201939,2020-21,5.0
201939,2021-22,14.0
201939,2022-23,
2223,2001-02,
2223,2003-04,80.0
2223,2004-05,92.0
2223,2005-06,
2223,2006-07,55.0
2223,2007-08,62.0
2223,2008-09,108.0
2223,2009-10,56.0
2223,2010-11,102.0
2223,2011-12,82.0
2223,2012-13,
2223,2013-14,126.0
2223,2014-15,
202334,2010-11,
202334,2011-12,107.0
202334,2012-13,114.0
202334,2013-14,198.0
202334,2014-15,66.0
202334,2015-16,99.0
202334,2016-17,
202334,2017-18,132.0
202334,2018-19,114.0
202334,2019-20,
202334,2020-21,
202334,2021-22,
203473,2013-14,
203473,2014-15,215.0
203473,2015-16,215.0
203473,2016-17,138.0
203473,2017-18,64.0
203473,2018-19,74.0
203473,2019-20,
203473,2020-21,
203473,2021-22,154.0
203473,2022-23,
2736,2004-05,
2736,2005-06,57.0
2736,2006-07,34.0
2736,2007-08,67.0
2736,2008-09,
2736,2009-10,47.0
2736,2010-11,52.0
2736,2011-12,52.0
2736,2012-13,53.0
2736,2013-14,65.0
2736,2014-15,77.0
2736,2015-16,77.0
2736,2016-17,
2736,2017-18,
2736,2018-19,
2564,2003-04,154.0
2564,2004-05,
2564,2005-06,30.0
2564,2006-07,82.0
2564,2007-08,111.0
2564,2008-09,69.0
2564,2009-10,84.0
2564,2010-11,85.0
2564,2011-12,121.0
2564,2012-13,147.0
2564,2013-14,128.0
2564,2014-15,139.0
2564,2015-16,193.0
2564,2016-17,249.0
2039,2000-01,179.0
2039,2001-02,
2039,2002-03,
2039,2003-04,
2039,2004-05,189.0
2039,2005-06,
2039,2006-07,
2039,2007-08,188.0
2039,2008-09,140.0
2039,2009-10,
2039,2010-11,182.0
2039,2011-12,
2039,2012-13,
201609,2008-09,
201609,2009-10,163.0
201609,2010-11,180.0
201609,2011-12,72.0
201609,2012-13,51.0
201609,2013-14,26.0
201609,2014-15,51.0
201609,2015-16,61.0
201609,2016-17,39.0
201609,2017-18,51.0
201609,2018-19,
201609,2019-20,87.0
201609,2020-21,
201609,2021-22,
201609,2022-23,224.0
201162,2007-08,178.0
201162,2008-09,
201162,2009-10,141.0
201162,2010-11,118.0
201162,2011-12,73.0
201162,2012-13,112.0
201162,2013-14,213.0
201162,2014-15,179.0
201162,2015-16,150.0
201162,2016-17,191.0
201162,2017-18,
201162,2018-19,237.0
201162,2019-20,
201162,2020-21,
201142,2007-08,78.0
201142,2008-09,12.0
201142,2009-10,2.0
201142,2010-11,6.0
201142,2011-12,3.0
201142,2012-13,2.0
201142,2013-14,1.0
201142,2014-15,
201142,2015-16,2.0
201142,2016-17,6.0
201142,2017-18,7.0
201142,2018-19,8.0
201142,2020-21,
201142,2021-22,
201142,2022-23,4.0
201961,2009-10,196.0
201961,2010-11,
201961,2011-12,
201961,2012-13,174.0
201961,2013-14,
201961,2014-15,181.0
201961,2015-16,232.0
201961,2016-17,195.0
201961,2017-18,168.0
201961,2018-19,
201961,2019-20,
201961,2020-21,
201961,2021-22,
2408,2002-03,
2408,2003-04,
2408,2004-05,159.0
2408,2005-06,
2408,2006-07,
2408,2007-08,
2408,2008-09,
2408,2010-11,
2408,2013-14,
2501,2002-03,
2501,2003-04,177.0
2501,2004-05,113.0
2501,2005-06,
2501,2006-07,
2501,2007-08,158.0
2501,2008-09,193.0
2501,2009-10,
2501,2010-11,
2501,2011-12,
2501,2012-13,97.0
2501,2013-14,
2501,2014-15,
101109,2005-06,94.0
101109,2006-07,75.0
101109,2007-08,80.0
101109,2008-09,74.0
101109,2009-10,77.0
101109,2010-11,45.0
101109,2011-12,85.0
101109,2012-13,81.0
101109,2013-14,127.0
101109,2014-15,
101109,2015-16,146.0
101109,2016-17,205.0
101109,2017-18,219.0
101109,2018-19,
965,1996-97,186.0
965,1997-98,146.0
965,1998-99,157.0
965,1999-00,186.0
965,2000-01,
965,2001-02,129.0
965,2002-03,106.0
965,2003-04,176.0
965,2004-05,108.0
965,2005-06,86.0
965,2006-07,145.0
965,2007-08,128.0
965,2008-09,134.0
965,2009-10,171.0
965,2010-11,170.0
965,2011-12,174.0
965,2012-13,
965,2013-14,239.0
200751,2006-07,141.0
200751,2007-08,
200751,2008-09,94.0
200751,2009-10,155.0
200751,2010-11,
200751,2011-12,138.0
200751,2012-13,160.0
200751,2013-14,114.0
200751,2014-15,
200751,2015-16,251.0
200751,2016-17,248.0
101112,2005-06,
101112,2006-07,135.0
101112,2007-08,167.0
101112,2008-09,
101112,2009-10,94.0
101112,2010-11,81.0
101112,2011-12,78.0
101112,2013-14,118.0
101112,2014-15,191.0
101112,2015-16,209.0
101112,2016-17,159.0
101112,2017-18,
101112,2018-19,
201568,2008-09,
201568,2009-10,79.0
201568,2010-11,76.0
201568,2011-12,
201568,2012-13,66.0
201568,2014-15,122.0
201568,2015-16,
201568,2016-17,50.0
201568,2017-18,
201568,2018-19,34.0
201568,2019-20,62.0
201568,2020-21,101.0
201568,2021-22,116.0
101128,2005-06,
101128,2006-07,178.0
101128,2007-08,116.0
101128,2008-09,
101128,2009-10,
101128,2010-11,
101128,2011-12,
101128,2012-13,
101128,2013-14,
101128,2014-15,
708,1995-96,83.0
708,1996-97,19.0
708,1997-98,5.0
708,1998-99,7.0
708,1999-00,2.0
708,2000-01,3.0
708,2001-02,3.0
708,2002-03,1.0
708,2003-04,1.0
708,2004-05,1.0
708,2005-06,1.0
708,2006-07,1.0
708,2007-08,9.0
708,2008-09,
708,2009-10,39.0
708,2010-11,22.0
708,2011-12,20.0
708,2012-13,36.0
708,2013-14,
708,2014-15,
708,2015-16,
201188,2008-09,62.0
201188,2009-10,22.0
201188,2010-11,51.0
201188,2011-12,17.0
201188,2012-13,20.0
201188,2013-14,35.0
201188,2014-15,13.0
201188,2015-16,
201188,2016-17,28.0
201188,2017-18,27.0
201188,2018-19,44.0
201188,2019-20,
201188,2020-21,166.0
2200,2001-02,20.0
2200,2002-03,15.0
2200,2003-04,28.0
2200,2004-05,
2200,2005-06,13.0
2200,2006-07,6.0
2200,2007-08,16.0
2200,2008-09,6.0
2200,2009-10,5.0
2200,2010-11,5.0
2200,2011-12,8.0
2200,2012-13,
2200,2013-14,18.0
2200,2014-15,8.0
2200,2015-16,12.0
2200,2016-17,56.0
2200,2017-18,54.0
2200,2018-19,
200752,2006-07,130.0
200752,2007-08,54.0
200752,2008-09,63.0
200752,2009-10,48.0
200752,2010-11,29.0
200752,2011-12,38.0
200752,2012-13,56.0
200752,2013-14,37.0
200752,2014-15,27.0
200752,2015-16,46.0
200752,2016-17,
200752,2017-18,
200752,2018-19,65.0
200752,2019-20,128.0
200752,2020-21,127.0
200752,2021-22,
200752,2022-23,
201959,2009-10,100.0
201959,2010-11,129.0
201959,2011-12,118.0
201959,2012-13,
